start	MeanSel	MeanCont	dFreq_mean	dFreq_med	totalSmore	chanceSmore	chanceCmore	chanceEqual	Direction
0.028943308	0.0289065625	0.0284524739583333	0.000454088541666667	-0.000520833333333333	4853	0.4853	0.5044	0.0103	C>S
0.032267499	0.03215296875	0.0322185416666667	-6.55729166666667e-05	-0.00130208333333333	4805	0.4805	0.513	0.0065	C>S
0.03386124	0.0335750520833333	0.03367296875	-9.79166666666666e-05	-0.00104166666666667	4817	0.4817	0.512	0.0063	C>S
0.038847545	0.038955625	0.0388171614583333	0.000138463541666667	-0.000520833333333333	4908	0.4908	0.5061	0.0031	C>S
0.039289337	0.03934671875	0.0391275260416667	0.000219192708333333	-0.00104166666666666	4877	0.4877	0.5095	0.0028	C>S
0.039390748	0.03882515625	0.039096328125	-0.000271171875	-0.00208333333333333	4781	0.4781	0.5179	0.004	C>S
0.039934363	0.0393984895833333	0.0401233072916667	-0.000724817708333333	-0.00156249999999999	4797	0.4797	0.5162	0.0041	C>S
0.040227669	0.0401588020833333	0.040171328125	-1.25260416666667e-05	-0.00104166666666666	4855	0.4855	0.5107	0.0038	C>S
0.041266292	0.0413659895833333	0.0408705208333333	0.00049546875	-0.000520833333333331	4938	0.4938	0.503	0.0032	C>S
0.042469817	0.0427269270833333	0.0417629947916667	0.000963932291666667	-0.000520833333333335	4925	0.4925	0.5051	0.0024	C>S
0.043049142	0.0431298958333333	0.0430502604166667	7.96354166666668e-05	-0.00130208333333333	4859	0.4859	0.5114	0.0027	C>S
0.043489488	0.0434291666666667	0.0429975260416667	0.000431640625	-0.000520833333333335	4929	0.4929	0.5047	0.0024	C>S
0.044010734	0.0432819791666667	0.0439298177083333	-0.000647838541666667	-0.0015625	4823	0.4823	0.5149	0.0028	C>S
0.044294076	0.04407203125	0.044043828125	2.8203125e-05	-0.00130208333333333	4876	0.4876	0.5109	0.0015	C>S
0.045840808	0.0456683854166667	0.0455490625	0.000119322916666667	-0.00104166666666667	4891	0.4891	0.5088	0.0021	C>S
0.045900107	0.0456613541666667	0.0462309635416667	-0.000569609375	-0.00234375	4778	0.4778	0.5199	0.0023	C>S
0.047142602	0.0472241145833333	0.047511875	-0.000287760416666667	-0.00130208333333333	4871	0.4871	0.5109	0.002	C>S
0.047730765	0.04864796875	0.0480275	0.00062046875	-0.00104166666666667	4883	0.4883	0.5096	0.0021	C>S
0.049876627	0.04956828125	0.0497685677083333	-0.000200286458333333	-0.000781249999999997	4914	0.4914	0.507	0.0016	C>S
0.049878979	0.0503347916666667	0.0499680729166667	0.00036671875	-0.000520833333333332	4942	0.4942	0.5035	0.0023	C>S
0.050113114	0.05007109375	0.0494914583333333	0.000579635416666667	-0.000260416666666673	4943	0.4943	0.5031	0.0026	C>S
0.05023462	0.05043953125	0.0505583854166667	-0.000118854166666667	-0.00130208333333334	4878	0.4878	0.5116	6e-04	C>S
0.050242394	0.0504320833333333	0.0501990885416667	0.000232994791666667	-0.00104166666666667	4881	0.4881	0.5105	0.0014	C>S
0.051264475	0.0512690625	0.0508034375	0.000465625	-0.000781249999999997	4934	0.4934	0.5055	0.0011	C>S
0.053166512	0.0536621354166667	0.053552421875	0.000109713541666667	-0.00182291666666666	4824	0.4824	0.5161	0.0015	C>S
0.055263389	0.05506234375	0.0554555208333333	-0.000393177083333333	-0.00104166666666666	4913	0.4913	0.5066	0.0021	C>S
0.056032171	0.0561810416666667	0.0558283854166667	0.00035265625	-0.000781250000000002	4888	0.4888	0.5087	0.0025	C>S
0.058464655	0.0579104166666667	0.0579278125	-1.73958333333334e-05	-0.000781250000000001	4913	0.4913	0.5071	0.0016	C>S
0.059732623	0.05998171875	0.0597357291666667	0.000245989583333333	0	4996	0.4996	0.498	0.0024	Same
0.064583333	0.0642336979166667	0.0648566666666667	-0.00062296875	-0.001953125	4840	0.484	0.5148	0.0012	C>S
0.064900099	0.0644154166666667	0.0649120833333333	-0.000496666666666667	-0.00130208333333333	4875	0.4875	0.51	0.0025	C>S
0.064901843	0.0643140625	0.0648059375	-0.000491875	-0.00208333333333333	4830	0.483	0.5143	0.0027	C>S
0.065207148	0.0657541666666667	0.0653456510416667	0.000408515625	-0.000260416666666666	4982	0.4982	0.5008	0.001	C>S
0.066101652	0.066164375	0.0653108072916667	0.000853567708333333	-0.000260416666666655	4985	0.4985	0.5003	0.0012	C>S
0.066256251	0.06558984375	0.0663007552083333	-0.000710911458333333	-0.00234375	4811	0.4811	0.5177	0.0012	C>S
0.066481013	0.066481875	0.066089375	0.0003925	-0.00130208333333334	4877	0.4877	0.5112	0.0011	C>S
0.069125101	0.0687814583333333	0.0690523697916667	-0.000270911458333333	-0.00156249999999999	4866	0.4866	0.5125	9e-04	C>S
0.070268034	0.0706516666666667	0.0701318229166667	0.00051984375	-0.00104166666666667	4906	0.4906	0.5082	0.0012	C>S
0.070869081	0.0707897916666667	0.0710353125	-0.000245520833333333	-0.00104166666666666	4918	0.4918	0.5065	0.0017	C>S
0.072001216	0.0724307291666667	0.0720837760416667	0.000346953125	-0.000781250000000004	4933	0.4933	0.5054	0.0013	C>S
0.078385906	0.0786455729166667	0.0785666145833333	7.89583333333332e-05	-0.00182291666666666	4876	0.4876	0.5109	0.0015	C>S
0.07891631	0.0788042708333333	0.078846328125	-4.20572916666668e-05	-0.0015625	4878	0.4878	0.511	0.0012	C>S
0.079705675	0.0798197916666667	0.07958953125	0.000230260416666667	-0.00130208333333333	4905	0.4905	0.508	0.0015	C>S
0.081120362	0.08100140625	0.0805980208333333	0.000403385416666667	-0.000520833333333331	4945	0.4945	0.5039	0.0016	C>S
0.081233304	0.0812408854166667	0.0809934114583333	0.000247473958333333	0	4992	0.4992	0.4995	0.0013	Same
0.08901289	0.08923796875	0.0899051302083333	-0.000667161458333334	-0.00104166666666668	4925	0.4925	0.5063	0.0012	C>S
0.089251431	0.08914421875	0.08910375	4.04687499999998e-05	-0.00130208333333333	4917	0.4917	0.5076	7e-04	C>S
0.092303933	0.0932646354166667	0.0924518229166667	0.0008128125	0	4993	0.4993	0.4995	0.0012	Same
0.097026101	0.0975939583333333	0.0963429427083333	0.001251015625	0.000520833333333331	5025	0.5025	0.4955	0.002	S>C
0.098361336	0.0971264583333333	0.0980344010416667	-0.000907942708333333	-0.00208333333333333	4875	0.4875	0.5117	8e-04	C>S
0.103013519	0.10327234375	0.103742916666667	-0.000470572916666667	-0.00143229166666667	4904	0.4904	0.5092	4e-04	C>S
0.115699178	0.11539609375	0.115528958333333	-0.000132864583333333	-0.00104166666666666	4919	0.4919	0.5062	0.0019	C>S
0.133701378	0.132861041666667	0.134799505208333	-0.00193846354166667	-0.001953125	4897	0.4897	0.5092	0.0011	C>S
0.163982737	0.163326145833333	0.163547994791667	-0.000221848958333333	-0.000781249999999983	4969	0.4969	0.5019	0.0012	C>S
0.169721559	0.1692890625	0.169797916666667	-0.000508854166666667	-0.00169270833333333	4909	0.4909	0.5077	0.0014	C>S
0.180798208	0.18012734375	0.180554869791667	-0.000427526041666667	-0.00156249999999999	4920	0.492	0.5071	9e-04	C>S
0.203472661	0.203610625	0.202592916666667	0.00101770833333333	0.000781249999999983	5027	0.5027	0.4961	0.0012	S>C
0.203608654	0.204463020833333	0.202256614583333	0.00220640625	0.00156250000000002	5076	0.5076	0.4917	7e-04	S>C
0.206207619	0.205584166666667	0.205725911458333	-0.000141744791666666	-0.00104166666666666	4956	0.4956	0.5038	6e-04	C>S
0.210861139	0.209756979166667	0.2112846875	-0.00152770833333333	-0.00312499999999999	4857	0.4857	0.5134	9e-04	C>S
0.230473422	0.23114046875	0.229949322916667	0.00119114583333333	0.000260416666666666	5008	0.5008	0.4987	5e-04	S>C
0.232203123	0.232195052083333	0.2315134375	0.000681614583333333	0.000520833333333331	5019	0.5019	0.4972	9e-04	S>C
0.259964497	0.25986546875	0.260772734375	-0.000907265625	-0.00143229166666667	4927	0.4927	0.5064	9e-04	C>S
0.271247672	0.270193020833333	0.271353671875	-0.00116065104166667	-0.00208333333333338	4909	0.4909	0.5083	8e-04	C>S
0.285167026	0.285255677083333	0.285123098958333	0.000132578125	0	4999	0.4999	0.4991	0.001	Same
0.30127772	0.30217375	0.301299817708333	0.000873932291666667	0.00143229166666667	5044	0.5044	0.495	6e-04	S>C
0.339695919	0.338376614583333	0.339038307291667	-0.000661692708333333	-0.000651041666666657	4966	0.4966	0.5025	9e-04	C>S
0.343356694	0.342926458333333	0.343355078125	-0.000428619791666667	0.000520833333333304	5009	0.5009	0.4978	0.0013	S>C
0.343700728	0.343981927083333	0.343987682291667	-5.75520833333301e-06	-0.000781249999999983	4969	0.4969	0.5025	6e-04	C>S
0.371868338	0.371103645833333	0.371040520833333	6.3125e-05	-0.00156249999999999	4944	0.4944	0.5051	5e-04	C>S
0.381922383	0.380869114583333	0.38089609375	-2.69791666666661e-05	0	4998	0.4998	0.4991	0.0011	Same
0.399414475	0.399952708333333	0.3982828125	0.00166989583333333	0.000520833333333304	5016	0.5016	0.4976	8e-04	S>C
0.400260348	0.39811203125	0.398221197916667	-0.000109166666666666	0.000781250000000011	5022	0.5022	0.4973	5e-04	S>C
0.408076897	0.408563854166667	0.407807838541667	0.000756015625	0.00104166666666666	5028	0.5028	0.4965	7e-04	S>C
0.501616326	0.501456927083333	0.501979765625	-0.000522838541666666	0.000260416666666652	5007	0.5007	0.4988	5e-04	S>C
0.51	0.510590208333333	0.510016588541667	0.000573619791666666	0.00182291666666667	5065	0.5065	0.4923	0.0012	S>C
0.513517813	0.513523489583333	0.513856015625	-0.000332526041666667	0.000260416666666652	5008	0.5008	0.4986	6e-04	S>C
0.58774894	0.588952447916667	0.589495234375	-0.000542786458333333	-0.00104166666666661	4968	0.4968	0.5028	4e-04	C>S
0.68145031	0.680521979166667	0.682654348958333	-0.00213236979166667	-0.00182291666666667	4920	0.492	0.5073	7e-04	C>S
0.729833811	0.72995953125	0.730241692708333	-0.000282161458333333	0.000260416666666652	5004	0.5004	0.4988	8e-04	S>C
0.738917284	0.739419739583333	0.738693151041667	0.000726588541666667	0.00182291666666667	5085	0.5085	0.4905	0.001	S>C
0.806629179	0.806072708333333	0.806193177083333	-0.000120468750000001	0.000520833333333304	5014	0.5014	0.4973	0.0013	S>C
0.841421553	0.841477291666667	0.841041171875	0.000436119791666667	0.00104166666666672	5048	0.5048	0.4939	0.0013	S>C
0.850355921	0.850044010416667	0.850766223958333	-0.000722213541666667	-0.000260416666666652	4975	0.4975	0.5015	0.001	C>S
0.85825607	0.858179947916667	0.858975442708333	-0.000795494791666667	0	4991	0.4991	0.4998	0.0011	Same
0.872349726	0.872328333333333	0.872085755208333	0.000242578125	0.000781250000000067	5040	0.504	0.4948	0.0012	S>C
0.877218834	0.877843802083333	0.876477317708333	0.001366484375	0.00156250000000002	5083	0.5083	0.4908	9e-04	S>C
0.88573934	0.885415208333333	0.885057916666667	0.000357291666666667	0.00130208333333326	5056	0.5056	0.4928	0.0016	S>C
0.932031449	0.932013229166667	0.932038619791667	-2.53906249999997e-05	0.000520833333333304	5044	0.5044	0.4944	0.0012	S>C
0.942777188	0.94321828125	0.943026015625	0.000192265625	0.00156250000000002	5126	0.5126	0.4855	0.0019	S>C
0.943099815	0.942632708333333	0.942412473958333	0.000220234374999999	0.00104166666666672	5083	0.5083	0.4897	0.002	S>C
0.952971631	0.95277796875	0.95298703125	-0.000209062500000001	0.00104166666666661	5084	0.5084	0.4893	0.0023	S>C
0.954716644	0.954405260416667	0.954356822916667	4.84374999999985e-05	0.00130208333333337	5124	0.5124	0.4856	0.002	S>C
0.970602022	0.970851302083333	0.970883541666667	-3.2239583333334e-05	0.000781250000000067	5112	0.5112	0.4795	0.0093	S>C
0.978240844	0.978609739583333	0.978479296875	0.000130442708333333	0.000781249999999956	5094	0.5094	0.4641	0.0265	S>C
0.989690722	0.9898034375	0.9895884375	0.000214999999999999	0	4404	0.4404	0.3784	0.1812	Same
0.990537705	0.990526354166667	0.99072921875	-0.000202864583333334	0	4256	0.4256	0.3724	0.202	Same
0.99136251	0.991295729166667	0.991400911458333	-0.000105182291666667	0	4091	0.4091	0.3588	0.2321	Same
0.993150685	0.992822239583333	0.993149661458333	-0.000327421875	0	3673	0.3673	0.3251	0.3076	Same
0.993630573	0.99342515625	0.99363015625	-0.000205	0	3541	0.3541	0.3038	0.3421	Same
0.994413408	0.994527864583333	0.994513125	1.47395833333328e-05	0	3300	0.33	0.2755	0.3945	Same
0.996753247	0.9968171875	0.996873984375	-5.67968750000005e-05	0	2318	0.2318	0.1874	0.5808	Same
0.997167722	0.9972078125	0.997075442708333	0.000132369791666666	0	2146	0.2146	0.1679	0.6175	Same
1	1	1	0	0	0	0	0	1	Same
1	1	1	0	0	0	0	0	1	Same
