propSC	propCS	propEqual	ratio.SC.to.CS	ratio.Equal.to.SC.CS	SC.consist	CS.consist
0.361904761904762	0.561904761904762	0.0761904761904762	0.644067796610169	0.118295739348371	4	89
0.485714285714286	0.466666666666667	0.0476190476190476	1.04081632653061	0.0457516339869281	1	96
0.4	0.542857142857143	0.0571428571428571	0.736842105263158	0.0775510204081633	6	86
0.552380952380952	0.4	0.0476190476190476	1.38095238095238	0.0344827586206897	6	87
0.495238095238095	0.447619047619048	0.0571428571428571	1.1063829787234	0.0516483516483516	5	90
0.561904761904762	0.40952380952381	0.0285714285714286	1.37209302325581	0.0208232445520581	4	89
0.39047619047619	0.533333333333333	0.0761904761904762	0.732142857142857	0.104065040650407	6	87
0.485714285714286	0.438095238095238	0.0761904761904762	1.10869565217391	0.0687208216619981	4	87
0.447619047619048	0.533333333333333	0.019047619047619	0.839285714285714	0.0226950354609929	4	89
0.447619047619048	0.495238095238095	0.0571428571428571	0.903846153846154	0.0632218844984802	3	91
0.380952380952381	0.542857142857143	0.0761904761904762	0.701754385964912	0.108571428571429	6	88
0.419047619047619	0.504761904761905	0.0761904761904762	0.830188679245283	0.0917748917748918	3	90
0.457142857142857	0.504761904761905	0.0380952380952381	0.905660377358491	0.0420634920634921	1	94
0.485714285714286	0.457142857142857	0.0571428571428571	1.0625	0.053781512605042	2	90
0.39047619047619	0.542857142857143	0.0666666666666667	0.719298245614035	0.0926829268292683	4	89
0.466666666666667	0.466666666666667	0.0666666666666667	1	0.0666666666666667	6	86
0.371428571428571	0.571428571428571	0.0571428571428571	0.65	0.0879120879120879	7	88
0.428571428571429	0.523809523809524	0.0476190476190476	0.818181818181818	0.0582010582010582	3	92
0.438095238095238	0.495238095238095	0.0666666666666667	0.884615384615385	0.0753623188405797	8	84
0.4	0.533333333333333	0.0666666666666667	0.75	0.0888888888888889	3	91
0.428571428571429	0.495238095238095	0.0761904761904762	0.865384615384615	0.0880423280423281	4	89
0.447619047619048	0.495238095238095	0.0571428571428571	0.903846153846154	0.0632218844984802	2	92
0.504761904761905	0.447619047619048	0.0476190476190476	1.12765957446809	0.0422282120395328	5	89
0.447619047619048	0.466666666666667	0.0857142857142857	0.959183673469388	0.0893617021276596	4	89
0.40952380952381	0.514285714285714	0.0761904761904762	0.796296296296296	0.0956810631229236	4	89
0.457142857142857	0.485714285714286	0.0571428571428571	0.941176470588235	0.0607142857142857	5	87
0.466666666666667	0.485714285714286	0.0476190476190476	0.96078431372549	0.0495626822157434	4	91
0.438095238095238	0.514285714285714	0.0476190476190476	0.851851851851852	0.0559006211180124	3	90
0.438095238095238	0.495238095238095	0.0666666666666667	0.884615384615385	0.0753623188405797	2	91
0.438095238095238	0.504761904761905	0.0571428571428571	0.867924528301887	0.0658385093167702	4	93
0.4	0.533333333333333	0.0666666666666667	0.75	0.0888888888888889	2	92
0.380952380952381	0.552380952380952	0.0666666666666667	0.689655172413793	0.0966666666666667	5	89
0.476190476190476	0.466666666666667	0.0571428571428571	1.02040816326531	0.056	2	91
0.40952380952381	0.533333333333333	0.0571428571428571	0.767857142857143	0.0744186046511628	3	89
0.495238095238095	0.438095238095238	0.0666666666666667	1.1304347826087	0.058974358974359	4	90
0.466666666666667	0.495238095238095	0.0380952380952381	0.942307692307692	0.0404275996112731	3	88
0.419047619047619	0.514285714285714	0.0666666666666667	0.814814814814815	0.0818181818181818	5	88
0.380952380952381	0.561904761904762	0.0571428571428571	0.677966101694915	0.0842857142857143	7	88
0.39047619047619	0.552380952380952	0.0571428571428571	0.706896551724138	0.0808362369337979	2	90
0.380952380952381	0.533333333333333	0.0857142857142857	0.714285714285714	0.12	7	86
0.438095238095238	0.495238095238095	0.0666666666666667	0.884615384615385	0.0753623188405797	4	90
0.447619047619048	0.495238095238095	0.0571428571428571	0.903846153846154	0.0632218844984802	2	90
0.428571428571429	0.533333333333333	0.0380952380952381	0.803571428571428	0.0474074074074074	3	92
0.466666666666667	0.476190476190476	0.0571428571428571	0.98	0.0583090379008746	1	90
0.457142857142857	0.485714285714286	0.0571428571428571	0.941176470588235	0.0607142857142857	5	90
0.4	0.533333333333333	0.0666666666666667	0.75	0.0888888888888889	1	91
0.466666666666667	0.457142857142857	0.0761904761904762	1.02083333333333	0.0746355685131195	4	90
0.40952380952381	0.523809523809524	0.0666666666666667	0.781818181818182	0.0852713178294574	3	90
0.438095238095238	0.523809523809524	0.0380952380952381	0.836363636363636	0.0455486542443064	3	93
0.419047619047619	0.504761904761905	0.0761904761904762	0.830188679245283	0.0917748917748918	4	90
0.371428571428571	0.580952380952381	0.0476190476190476	0.639344262295082	0.0744810744810745	2	92
0.419047619047619	0.533333333333333	0.0476190476190476	0.785714285714286	0.0606060606060606	8	86
0.4	0.533333333333333	0.0666666666666667	0.75	0.0888888888888889	7	88
0.428571428571429	0.514285714285714	0.0571428571428571	0.833333333333333	0.0685714285714286	4	90
0.466666666666667	0.485714285714286	0.0476190476190476	0.96078431372549	0.0495626822157434	4	89
0.457142857142857	0.495238095238095	0.0476190476190476	0.923076923076923	0.0515873015873016	5	89
0.419047619047619	0.514285714285714	0.0666666666666667	0.814814814814815	0.0818181818181818	6	88
0.447619047619048	0.495238095238095	0.0571428571428571	0.903846153846154	0.0632218844984802	6	89
0.419047619047619	0.533333333333333	0.0476190476190476	0.785714285714286	0.0606060606060606	8	85
0.438095238095238	0.504761904761905	0.0571428571428571	0.867924528301887	0.0658385093167702	5	88
0.428571428571429	0.523809523809524	0.0476190476190476	0.818181818181818	0.0582010582010582	3	91
0.438095238095238	0.523809523809524	0.0380952380952381	0.836363636363636	0.0455486542443064	9	88
