propSC	propCS	propEqual	ratio.SC.to.CS	ratio.Equal.to.SC.CS	SC.consist	CS.consist
0.528301886792453	0.405660377358491	0.0660377358490566	1.30232558139535	0.0507075471698113	1	84
0.481132075471698	0.405660377358491	0.113207547169811	1.18604651162791	0.095449500554939	0	84
0.481132075471698	0.452830188679245	0.0660377358490566	1.0625	0.0621531631520533	0	84
0.566037735849057	0.358490566037736	0.0754716981132075	1.57894736842105	0.0477987421383648	1	86
0.424528301886792	0.490566037735849	0.0849056603773585	0.865384615384615	0.0981132075471698	0	87
0.5	0.415094339622642	0.0849056603773585	1.20454545454545	0.0704877180491278	1	78
0.462264150943396	0.462264150943396	0.0754716981132075	1	0.0754716981132075	1	84
0.490566037735849	0.452830188679245	0.0566037735849057	1.08333333333333	0.0522496371552975	0	89
0.471698113207547	0.452830188679245	0.0754716981132075	1.04166666666667	0.0724528301886792	0	88
0.60377358490566	0.339622641509434	0.0566037735849057	1.77777777777778	0.0318396226415094	2	83
0.481132075471698	0.471698113207547	0.0471698113207547	1.02	0.0462449130595634	1	91
0.481132075471698	0.415094339622642	0.10377358490566	1.15909090909091	0.0895301516833149	1	83
0.462264150943396	0.490566037735849	0.0471698113207547	0.942307692307692	0.0500577589526377	0	85
0.471698113207547	0.415094339622642	0.113207547169811	1.13636363636364	0.099622641509434	1	83
0.5	0.405660377358491	0.0943396226415094	1.23255813953488	0.0765396938412246	0	85
0.424528301886792	0.5	0.0754716981132075	0.849056603773585	0.0888888888888889	0	88
0.5	0.39622641509434	0.10377358490566	1.26190476190476	0.0822356710573158	2	79
0.481132075471698	0.443396226415094	0.0754716981132075	1.08510638297872	0.0695523492415834	0	87
0.566037735849057	0.367924528301887	0.0660377358490566	1.53846153846154	0.0429245283018868	1	80
0.471698113207547	0.424528301886792	0.10377358490566	1.11111111111111	0.0933962264150943	3	82
0.471698113207547	0.452830188679245	0.0754716981132075	1.04166666666667	0.0724528301886792	0	85
0.490566037735849	0.433962264150943	0.0754716981132075	1.1304347826087	0.0667634252539913	0	87
0.471698113207547	0.443396226415094	0.0849056603773585	1.06382978723404	0.079811320754717	0	87
0.443396226415094	0.481132075471698	0.0754716981132075	0.92156862745098	0.0818948213568848	2	86
