propSC	propCS	propEqual	ratio.SC.to.CS	ratio.Equal.to.SC.CS	SC.consist	CS.consist
0.514285714285714	0.371428571428571	0.114285714285714	1.38461538461538	0.0825396825396826	8	56
0.466666666666667	0.39047619047619	0.142857142857143	1.19512195121951	0.119533527696793	5	61
0.523809523809524	0.333333333333333	0.142857142857143	1.57142857142857	0.0909090909090909	7	59
0.40952380952381	0.466666666666667	0.123809523809524	0.877551020408163	0.141085271317829	2	63
0.485714285714286	0.4	0.114285714285714	1.21428571428571	0.0941176470588235	4	63
0.419047619047619	0.419047619047619	0.161904761904762	1	0.161904761904762	3	58
0.447619047619048	0.40952380952381	0.142857142857143	1.09302325581395	0.130699088145897	5	60
0.523809523809524	0.39047619047619	0.0857142857142857	1.34146341463415	0.0638961038961039	2	63
0.466666666666667	0.39047619047619	0.142857142857143	1.19512195121951	0.119533527696793	4	67
0.485714285714286	0.342857142857143	0.171428571428571	1.41666666666667	0.121008403361345	3	58
0.485714285714286	0.361904761904762	0.152380952380952	1.34210526315789	0.113538748832866	4	62
0.485714285714286	0.4	0.114285714285714	1.21428571428571	0.0941176470588235	9	59
0.4	0.457142857142857	0.142857142857143	0.875	0.163265306122449	4	70
0.438095238095238	0.40952380952381	0.152380952380952	1.06976744186047	0.142443064182195	3	63
0.552380952380952	0.342857142857143	0.104761904761905	1.61111111111111	0.0650246305418719	5	59
0.485714285714286	0.428571428571429	0.0857142857142857	1.13333333333333	0.0756302521008403	4	70
0.447619047619048	0.419047619047619	0.133333333333333	1.06818181818182	0.124822695035461	3	59
0.457142857142857	0.4	0.142857142857143	1.14285714285714	0.125	5	64
0.476190476190476	0.380952380952381	0.142857142857143	1.25	0.114285714285714	4	58
0.542857142857143	0.371428571428571	0.0857142857142857	1.46153846153846	0.0586466165413534	4	64
0.523809523809524	0.371428571428571	0.104761904761905	1.41025641025641	0.0742857142857143	4	61
0.457142857142857	0.39047619047619	0.152380952380952	1.17073170731707	0.13015873015873	2	61
0.457142857142857	0.428571428571429	0.114285714285714	1.06666666666667	0.107142857142857	4	66
0.428571428571429	0.39047619047619	0.180952380952381	1.09756097560976	0.164867724867725	5	63
0.514285714285714	0.342857142857143	0.142857142857143	1.5	0.0952380952380952	4	58
0.495238095238095	0.371428571428571	0.133333333333333	1.33333333333333	0.1	0	62
0.466666666666667	0.4	0.133333333333333	1.16666666666667	0.114285714285714	5	66
0.504761904761905	0.361904761904762	0.133333333333333	1.39473684210526	0.0955974842767296	5	58
0.466666666666667	0.361904761904762	0.171428571428571	1.28947368421053	0.132944606413994	3	59
0.561904761904762	0.333333333333333	0.104761904761905	1.68571428571429	0.0621468926553672	6	54
0.495238095238095	0.371428571428571	0.133333333333333	1.33333333333333	0.1	4	59
0.495238095238095	0.342857142857143	0.161904761904762	1.44444444444444	0.112087912087912	4	53
0.39047619047619	0.457142857142857	0.152380952380952	0.854166666666667	0.178397212543554	7	60
0.485714285714286	0.4	0.114285714285714	1.21428571428571	0.0941176470588235	5	63
0.466666666666667	0.4	0.133333333333333	1.16666666666667	0.114285714285714	0	68
0.485714285714286	0.39047619047619	0.123809523809524	1.24390243902439	0.0995331465919701	11	60
0.523809523809524	0.314285714285714	0.161904761904762	1.66666666666667	0.0971428571428571	3	55
0.495238095238095	0.371428571428571	0.133333333333333	1.33333333333333	0.1	5	61
0.495238095238095	0.323809523809524	0.180952380952381	1.52941176470588	0.118315018315018	6	52
0.504761904761905	0.361904761904762	0.133333333333333	1.39473684210526	0.0955974842767296	6	61
0.447619047619048	0.428571428571429	0.123809523809524	1.04444444444444	0.11854103343465	7	62
0.552380952380952	0.295238095238095	0.152380952380952	1.87096774193548	0.0814449917898194	5	58
0.504761904761905	0.323809523809524	0.171428571428571	1.55882352941176	0.109973045822102	3	57
0.514285714285714	0.333333333333333	0.152380952380952	1.54285714285714	0.0987654320987655	6	56
0.428571428571429	0.457142857142857	0.114285714285714	0.9375	0.121904761904762	6	63
0.457142857142857	0.40952380952381	0.133333333333333	1.11627906976744	0.119444444444444	4	65
0.476190476190476	0.352380952380952	0.171428571428571	1.35135135135135	0.126857142857143	6	58
0.457142857142857	0.39047619047619	0.152380952380952	1.17073170731707	0.13015873015873	4	64
0.438095238095238	0.419047619047619	0.142857142857143	1.04545454545455	0.136645962732919	3	62
0.466666666666667	0.371428571428571	0.161904761904762	1.25641025641026	0.128862973760933	2	64
0.495238095238095	0.428571428571429	0.0761904761904762	1.15555555555556	0.0659340659340659	3	63
0.561904761904762	0.314285714285714	0.123809523809524	1.78787878787879	0.0692493946731235	3	57
0.485714285714286	0.352380952380952	0.161904761904762	1.37837837837838	0.117460317460317	5	57
0.40952380952381	0.476190476190476	0.114285714285714	0.86	0.132890365448505	4	68
0.428571428571429	0.438095238095238	0.133333333333333	0.978260869565217	0.136296296296296	4	62
0.485714285714286	0.352380952380952	0.161904761904762	1.37837837837838	0.117460317460317	3	61
0.485714285714286	0.4	0.114285714285714	1.21428571428571	0.0941176470588235	6	59
0.495238095238095	0.39047619047619	0.114285714285714	1.26829268292683	0.0901098901098901	3	59
0.419047619047619	0.447619047619048	0.133333333333333	0.936170212765957	0.142424242424242	7	66
0.485714285714286	0.371428571428571	0.142857142857143	1.30769230769231	0.109243697478992	2	60
0.523809523809524	0.323809523809524	0.152380952380952	1.61764705882353	0.0941991341991342	7	59
0.628571428571429	0.257142857142857	0.114285714285714	2.44444444444444	0.0467532467532467	5	52
0.457142857142857	0.40952380952381	0.133333333333333	1.11627906976744	0.119444444444444	4	63
0.59047619047619	0.295238095238095	0.114285714285714	2	0.0571428571428571	3	61
0.523809523809524	0.352380952380952	0.123809523809524	1.48648648648649	0.0832900432900433	6	56
0.514285714285714	0.380952380952381	0.104761904761905	1.35	0.0776014109347443	3	59
0.466666666666667	0.4	0.133333333333333	1.16666666666667	0.114285714285714	6	62
0.485714285714286	0.352380952380952	0.161904761904762	1.37837837837838	0.117460317460317	3	56
0.495238095238095	0.342857142857143	0.161904761904762	1.44444444444444	0.112087912087912	6	59
0.476190476190476	0.40952380952381	0.114285714285714	1.16279069767442	0.0982857142857143	2	64
0.523809523809524	0.333333333333333	0.142857142857143	1.57142857142857	0.0909090909090909	6	63
0.542857142857143	0.342857142857143	0.114285714285714	1.58333333333333	0.0721804511278196	5	54
0.514285714285714	0.4	0.0857142857142857	1.28571428571429	0.0666666666666667	5	65
0.552380952380952	0.295238095238095	0.152380952380952	1.87096774193548	0.0814449917898194	8	52
0.561904761904762	0.295238095238095	0.142857142857143	1.90322580645161	0.0750605326876513	9	52
0.476190476190476	0.40952380952381	0.114285714285714	1.16279069767442	0.0982857142857143	1	64
0.523809523809524	0.304761904761905	0.171428571428571	1.71875	0.0997402597402597	3	56
0.60952380952381	0.285714285714286	0.104761904761905	2.13333333333333	0.0491071428571428	2	61
0.447619047619048	0.4	0.152380952380952	1.11904761904762	0.136170212765957	6	59
0.542857142857143	0.380952380952381	0.0761904761904762	1.425	0.0534670008354219	4	59
0.561904761904762	0.342857142857143	0.0952380952380952	1.63888888888889	0.0581113801452784	5	58
0.504761904761905	0.371428571428571	0.123809523809524	1.35897435897436	0.0911051212938006	5	64
