start	MeanSel	MeanCont	dFreq_mean	dFreq_med	totalSmore	chanceSmore	chanceCmore	chanceEqual	Direction
0.028943308	0.0354916666666667	0.0285583333333333	0.00693333333333333	0.0025	54	0.54	0.16	0.3	S>C
0.032267499	0.0278875	0.0322916666666667	-0.00440416666666667	0.00145833333333333	51	0.51	0.23	0.26	S>C
0.03386124	0.0356958333333333	0.0300916666666667	0.00560416666666667	0.006875	56	0.56	0.17	0.27	S>C
0.038847545	0.0375833333333333	0.046575	-0.00899166666666667	0.00958333333333333	59	0.59	0.27	0.14	S>C
0.039289337	0.0343125	0.0250916666666667	0.00922083333333333	0.0191666666666667	67	0.67	0.12	0.21	S>C
0.039390748	0.0455666666666667	0.0306916666666667	0.014875	0.00958333333333333	62	0.62	0.22	0.16	S>C
0.039934363	0.0394583333333333	0.0492583333333333	-0.0098	0.00708333333333333	56	0.56	0.34	0.1	S>C
0.040227669	0.04505	0.0451166666666667	-6.66666666666666e-05	0.0141666666666667	62	0.62	0.26	0.12	S>C
0.041266292	0.040575	0.0412416666666667	-0.000666666666666666	0.01	54	0.54	0.24	0.22	S>C
0.042469817	0.0427708333333333	0.0409	0.00187083333333333	0.00291666666666667	53	0.53	0.24	0.23	S>C
0.043049142	0.0414625	0.0308333333333333	0.0106291666666667	0.0191666666666667	61	0.61	0.22	0.17	S>C
0.043489488	0.0433958333333333	0.0374	0.00599583333333333	0.0160416666666667	60	0.6	0.22	0.18	S>C
0.044010734	0.0466458333333333	0.0497416666666667	-0.00309583333333333	0.00645833333333333	52	0.52	0.26	0.22	S>C
0.044294076	0.0323041666666667	0.045075	-0.0127708333333333	0.00375	52	0.52	0.26	0.22	S>C
0.045840808	0.0552375	0.0424083333333333	0.0128291666666667	0.0247916666666667	68	0.68	0.2	0.12	S>C
0.045900107	0.0376208333333333	0.0356166666666667	0.00200416666666667	0.00854166666666667	60	0.6	0.22	0.18	S>C
0.047142602	0.0502083333333333	0.044225	0.00598333333333333	0.0175	60	0.6	0.29	0.11	S>C
0.047730765	0.0434333333333333	0.0498166666666667	-0.00638333333333333	0.0135416666666667	58	0.58	0.3	0.12	S>C
0.049876627	0.0516916666666667	0.0422916666666667	0.0094	0.0133333333333333	59	0.59	0.28	0.13	S>C
0.049878979	0.0474916666666667	0.0477333333333333	-0.000241666666666667	0.0110416666666667	57	0.57	0.29	0.14	S>C
0.050113114	0.0455958333333333	0.0606583333333333	-0.0150625	0.0025	52	0.52	0.3	0.18	S>C
0.05023462	0.0602375	0.0857833333333333	-0.0255458333333333	0.00666666666666667	56	0.56	0.38	0.06	S>C
0.050242394	0.0625833333333333	0.0474416666666667	0.0151416666666667	0.03375	67	0.67	0.24	0.09	S>C
0.051264475	0.0457666666666667	0.049625	-0.00385833333333333	0.016875	62	0.62	0.27	0.11	S>C
0.053166512	0.0580916666666667	0.0545916666666667	0.0035	0.0214583333333333	67	0.67	0.24	0.09	S>C
0.055263389	0.056	0.0416416666666667	0.0143583333333333	0.02625	65	0.65	0.27	0.08	S>C
0.056032171	0.0531916666666667	0.0460583333333333	0.00713333333333333	0.02	63	0.63	0.27	0.1	S>C
0.058464655	0.0599666666666667	0.0491666666666667	0.0108	0.0216666666666667	65	0.65	0.25	0.1	S>C
0.059732623	0.0669041666666667	0.05945	0.00745416666666667	0.0245833333333333	65	0.65	0.31	0.04	S>C
0.064583333	0.0653291666666667	0.0689	-0.00357083333333334	0.0264583333333333	63	0.63	0.33	0.04	S>C
0.064900099	0.0598458333333333	0.0742166666666667	-0.0143708333333333	0.00875	58	0.58	0.38	0.04	S>C
0.064901843	0.056625	0.0559333333333333	0.000691666666666669	0.0216666666666667	67	0.67	0.25	0.08	S>C
0.065207148	0.0591625	0.071075	-0.0119125	0.00875	55	0.55	0.37	0.08	S>C
0.066101652	0.0575333333333333	0.07985	-0.0223166666666667	0.015625	56	0.56	0.38	0.06	S>C
0.066481013	0.0739958333333333	0.0653583333333333	0.0086375	0.0266666666666667	69	0.69	0.27	0.04	S>C
0.069125101	0.0678916666666667	0.0628166666666667	0.005075	0.0214583333333333	64	0.64	0.3	0.06	S>C
0.070268034	0.0734541666666667	0.0643916666666667	0.0090625	0.0283333333333333	61	0.61	0.35	0.04	S>C
0.070869081	0.0781333333333333	0.079525	-0.00139166666666667	0.040625	63	0.63	0.32	0.05	S>C
0.072001216	0.0801583333333333	0.0644833333333333	0.015675	0.0372916666666667	64	0.64	0.32	0.04	S>C
0.078385906	0.0809208333333333	0.07945	0.00147083333333333	0.033125	66	0.66	0.34	0	S>C
0.07891631	0.0719875	0.0648333333333333	0.00715416666666667	0.019375	66	0.66	0.31	0.03	S>C
0.079705675	0.0708416666666667	0.09065	-0.0198083333333333	0.0075	53	0.53	0.44	0.03	S>C
0.081120362	0.0762333333333333	0.0789666666666667	-0.00273333333333333	0.0441666666666667	64	0.64	0.36	0	S>C
0.081233304	0.0938333333333333	0.0968083333333333	-0.002975	0.01875	64	0.64	0.35	0.01	S>C
0.08901289	0.0841625	0.10985	-0.0256875	0.00375	53	0.53	0.46	0.01	S>C
0.089251431	0.0964875	0.056575	0.0399125	0.0516666666666667	74	0.74	0.24	0.02	S>C
0.092303933	0.0847958333333333	0.0823333333333333	0.0024625	0.0352083333333333	66	0.66	0.31	0.03	S>C
0.097026101	0.0924916666666667	0.11905	-0.0265583333333333	0.0120833333333333	53	0.53	0.45	0.02	S>C
0.098361336	0.103358333333333	0.0980083333333333	0.00535	0.0397916666666667	62	0.62	0.37	0.01	S>C
0.101556893	0.1029375	0.108475	-0.0055375	0.0216666666666667	61	0.61	0.39	0	S>C
0.103013519	0.0983125	0.123208333333333	-0.0248958333333333	0.0304166666666667	59	0.59	0.4	0.01	S>C
0.115699178	0.105579166666667	0.107933333333333	-0.00235416666666667	0.0266666666666667	60	0.6	0.37	0.03	S>C
0.132689038	0.132120833333333	0.123025	0.00909583333333333	0.0472916666666667	63	0.63	0.37	0	S>C
0.133701378	0.123908333333333	0.137625	-0.0137166666666667	0.008125	52	0.52	0.48	0	S>C
0.163982737	0.159904166666667	0.154725	0.00517916666666667	0.0152083333333333	56	0.56	0.44	0	S>C
0.169721559	0.168141666666667	0.151416666666667	0.016725	0.04625	59	0.59	0.41	0	S>C
0.180798208	0.1684	0.183291666666667	-0.0148916666666667	0.00416666666666665	52	0.52	0.48	0	S>C
0.203472661	0.21115	0.195725	0.015425	0.064375	57	0.57	0.42	0.01	S>C
0.203608654	0.194870833333333	0.195058333333333	-0.000187500000000003	0.0408333333333333	55	0.55	0.45	0	S>C
0.206207619	0.2028875	0.177533333333333	0.0253541666666667	0.0439583333333333	57	0.57	0.43	0	S>C
0.210861139	0.204004166666667	0.218183333333333	-0.0141791666666667	0.0129166666666667	55	0.55	0.45	0	S>C
0.230473422	0.238283333333333	0.219791666666667	0.0184916666666667	0.058125	62	0.62	0.38	0	S>C
0.232203123	0.220541666666667	0.237091666666667	-0.01655	-0.00895833333333335	46	0.46	0.54	0	C>S
0.259964497	0.265795833333333	0.24875	0.0170458333333333	0.0116666666666667	54	0.54	0.46	0	S>C
0.271247672	0.2682	0.275391666666667	-0.00719166666666666	-0.00375000000000004	48	0.48	0.52	0	C>S
0.285167026	0.294520833333333	0.2869	0.00762083333333333	0.0470833333333333	53	0.53	0.47	0	S>C
0.30127772	0.297416666666667	0.334758333333333	-0.0373416666666667	-0.0122916666666666	46	0.46	0.54	0	C>S
0.339695919	0.323691666666667	0.345725	-0.0220333333333333	-0.0131249999999999	47	0.47	0.53	0	C>S
0.343356694	0.3414625	0.304483333333333	0.0369791666666667	0.0864583333333333	59	0.59	0.41	0	S>C
0.343700728	0.336995833333333	0.303875	0.0331208333333333	0.063125	57	0.57	0.43	0	S>C
0.371868338	0.3845625	0.377816666666667	0.00674583333333334	0.00145833333333334	50	0.5	0.5	0	Same
0.381922383	0.378583333333333	0.378275	0.000308333333333332	0.00499999999999998	51	0.51	0.49	0	S>C
0.399414475	0.3931875	0.448966666666667	-0.0557791666666667	-0.0264583333333334	43	0.43	0.57	0	C>S
0.400260348	0.402954166666667	0.3772	0.0257541666666667	0.0397916666666667	53	0.53	0.47	0	S>C
0.501616326	0.5153	0.520766666666667	-0.00546666666666667	0.0216666666666667	55	0.55	0.45	0	S>C
0.51	0.510120833333333	0.518041666666667	-0.00792083333333333	-0.00479166666666667	49	0.49	0.51	0	C>S
0.513517813	0.494579166666667	0.539091666666667	-0.0445125	-0.050625	42	0.42	0.58	0	C>S
0.58774894	0.604054166666667	0.598066666666667	0.0059875	0.00354166666666667	51	0.51	0.49	0	S>C
0.68145031	0.6829125	0.681758333333333	0.00115416666666667	-0.00187499999999996	48	0.48	0.52	0	C>S
0.729833811	0.716379166666667	0.716825	-0.000445833333333331	0.00437500000000002	51	0.51	0.49	0	S>C
0.738917284	0.737658333333333	0.722591666666667	0.0150666666666667	-0.0235416666666666	47	0.47	0.53	0	C>S
0.794686472	0.797054166666667	0.777933333333333	0.0191208333333333	-0.00645833333333329	48	0.48	0.52	0	C>S
0.806629179	0.8118	0.827441666666667	-0.0156416666666667	-0.0395833333333333	39	0.39	0.61	0	C>S
0.850355921	0.856616666666667	0.844616666666667	0.012	-0.0416666666666667	41	0.41	0.59	0	C>S
0.85825607	0.863533333333333	0.82765	0.0358833333333333	-0.00229166666666664	48	0.48	0.51	0.01	C>S
0.872349726	0.8704125	0.85025	0.0201625	-0.0339583333333334	44	0.44	0.56	0	C>S
0.877218834	0.866225	0.892783333333333	-0.0265583333333333	-0.07	32	0.32	0.67	0.01	C>S
0.88573934	0.891345833333333	0.905541666666667	-0.0141958333333333	-0.0370833333333333	32	0.32	0.67	0.01	C>S
0.932031449	0.9340125	0.928991666666667	0.00502083333333333	-0.011875	33	0.33	0.6	0.07	C>S
0.942777188	0.940741666666667	0.945441666666667	-0.00470000000000001	-0.0202083333333333	30	0.3	0.59	0.11	C>S
0.943099815	0.928420833333333	0.948475	-0.0200541666666667	-0.0329166666666666	25	0.25	0.68	0.07	C>S
0.952971631	0.959166666666667	0.967866666666667	-0.0087	-0.0154166666666667	24	0.24	0.63	0.13	C>S
0.954716644	0.961941666666667	0.943766666666667	0.018175	-0.00437499999999996	33	0.33	0.54	0.13	C>S
0.970602022	0.969366666666667	0.970158333333333	-0.000791666666666663	-0.00458333333333338	20	0.2	0.57	0.23	C>S
0.978240844	0.977916666666667	0.976833333333333	0.00108333333333333	0	17	0.17	0.39	0.44	Same
0.983153455	0.98285	0.986341666666667	-0.00349166666666667	0	13	0.13	0.37	0.5	Same
0.989690722	0.991975	0.986408333333333	0.00556666666666667	0	7	0.07	0.22	0.71	Same
0.990537705	0.989733333333333	0.991825	-0.00209166666666667	0	5	0.05	0.25	0.7	Same
0.993150685	0.9959875	0.992641666666667	0.00334583333333334	0	6	0.06	0.23	0.71	Same
0.993630573	0.99325	1	-0.00675	0	0	0	0.19	0.81	Same
0.994413408	0.997179166666667	0.994391666666667	0.0027875	0	4	0.04	0.1	0.86	Same
0.996753247	0.997595833333333	0.99465	0.00294583333333333	0	2	0.02	0.07	0.91	Same
0.997167722	0.997291666666667	0.996491666666667	8e-04	0	3	0.03	0.06	0.91	Same
1	1	1	0	0	0	0	0	1	Same
1	1	1	0	0	0	0	0	1	Same
