start	MeanSel	MeanCont	dFreq_mean	dFreq_med	totalSmore	chanceSmore	chanceCmore	chanceEqual	Direction
0.028943308	0.0294406666666667	0.0298216666666667	-0.000381	0	1702	0.3404	0.1998	0.4598	Same
0.032267499	0.0329796666666667	0.0340163333333333	-0.00103666666666667	0	1837	0.3674	0.2146	0.418	Same
0.03386124	0.0338513333333333	0.0328858333333333	0.0009655	0	1860	0.372	0.2142	0.4138	Same
0.038847545	0.038991	0.037508	0.001483	0	2052	0.4104	0.23	0.3596	Same
0.039289337	0.0400011666666667	0.0391468333333333	0.000854333333333333	0	2025	0.405	0.2442	0.3508	Same
0.039390748	0.0389908333333333	0.0397393333333333	-0.0007485	0	2003	0.4006	0.243	0.3564	Same
0.039934363	0.0398373333333333	0.0405036666666667	-0.000666333333333333	0	2078	0.4156	0.24	0.3444	Same
0.040227669	0.0406278333333333	0.0397828333333333	0.000845	0	2097	0.4194	0.2384	0.3422	Same
0.041266292	0.0418715	0.0403193333333333	0.00155216666666667	0	2144	0.4288	0.2386	0.3326	Same
0.042469817	0.0429243333333333	0.041625	0.00129933333333333	0	2185	0.437	0.2442	0.3188	Same
0.043049142	0.043599	0.0441915	-0.0005925	0	2100	0.42	0.2572	0.3228	Same
0.043489488	0.0418423333333333	0.0445483333333333	-0.002706	0	2097	0.4194	0.262	0.3186	Same
0.044010734	0.0441538333333333	0.0445583333333333	-0.0004045	0	2197	0.4394	0.2596	0.301	Same
0.044294076	0.0436015	0.04366	-5.85e-05	0	2177	0.4354	0.26	0.3046	Same
0.045840808	0.0465846666666667	0.0467268333333333	-0.000142166666666667	0	2206	0.4412	0.2662	0.2926	Same
0.045900107	0.0443673333333333	0.0461998333333333	-0.0018325	0	2145	0.429	0.2586	0.3124	Same
0.047142602	0.046593	0.0447976666666667	0.00179533333333333	0	2176	0.4352	0.2596	0.3052	Same
0.047730765	0.0474451666666667	0.0459543333333333	0.00149083333333333	0	2302	0.4604	0.2656	0.274	Same
0.049876627	0.049586	0.0503885	-0.0008025	0	2243	0.4486	0.2848	0.2666	Same
0.049878979	0.0493128333333333	0.0514446666666667	-0.00213183333333333	0	2261	0.4522	0.2868	0.261	Same
0.050113114	0.0505303333333333	0.0485461666666667	0.00198416666666667	0	2335	0.467	0.269	0.264	Same
0.05023462	0.0496486666666667	0.0459181666666667	0.0037305	0	2299	0.4598	0.2692	0.271	Same
0.050242394	0.0487671666666667	0.0522475	-0.00348033333333333	0	2199	0.4398	0.2908	0.2694	Same
0.051264475	0.0508043333333333	0.0531443333333333	-0.00234	0	2333	0.4666	0.282	0.2514	Same
0.053166512	0.054898	0.0509343333333333	0.00396366666666667	0	2419	0.4838	0.2762	0.24	Same
0.055263389	0.0555235	0.0553863333333333	0.000137166666666667	0	2398	0.4796	0.2902	0.2302	Same
0.056032171	0.0552796666666667	0.05598	-0.000700333333333333	0	2359	0.4718	0.3006	0.2276	Same
0.058464655	0.0580418333333333	0.0598231666666667	-0.00178133333333333	0	2418	0.4836	0.3098	0.2066	Same
0.059732623	0.0604143333333333	0.0606426666666667	-0.000228333333333333	0	2437	0.4874	0.3134	0.1992	Same
0.064583333	0.0663956666666667	0.0639983333333333	0.00239733333333333	0	2483	0.4966	0.3188	0.1846	Same
0.064900099	0.0646831666666667	0.0653623333333333	-0.000679166666666667	0.00166666666666667	2538	0.5076	0.319	0.1734	S>C
0.064901843	0.0649053333333333	0.068485	-0.00357966666666667	0	2497	0.4994	0.3322	0.1684	Same
0.065207148	0.0634458333333333	0.0621325	0.00131333333333333	0.0025	2551	0.5102	0.3054	0.1844	S>C
0.066101652	0.0661988333333333	0.0659493333333333	0.0002495	0.00249999999999999	2535	0.507	0.3286	0.1644	S>C
0.066481013	0.0659146666666667	0.0671193333333333	-0.00120466666666667	0.000833333333333333	2504	0.5008	0.3284	0.1708	S>C
0.069125101	0.0673505	0.071306	-0.0039555	0.00333333333333333	2536	0.5072	0.3442	0.1486	S>C
0.070268034	0.0702076666666667	0.0693473333333333	0.000860333333333333	0.005	2591	0.5182	0.3358	0.146	S>C
0.070869081	0.0691521666666667	0.0712681666666667	-0.002116	0.0025	2557	0.5114	0.3388	0.1498	S>C
0.072001216	0.0728846666666667	0.0721921666666667	0.0006925	0.00750000000000001	2661	0.5322	0.3272	0.1406	S>C
0.078385906	0.0795908333333333	0.0801833333333333	-0.0005925	0.00583333333333333	2596	0.5192	0.3604	0.1204	S>C
0.07891631	0.0810266666666667	0.0784693333333333	0.00255733333333333	0.01	2675	0.535	0.3494	0.1156	S>C
0.079705675	0.0799848333333333	0.0818825	-0.00189766666666667	0.005	2589	0.5178	0.3698	0.1124	S>C
0.081120362	0.080834	0.0826406666666667	-0.00180666666666667	0.00666666666666667	2603	0.5206	0.368	0.1114	S>C
0.081233304	0.0795508333333333	0.0801081666666667	-0.000557333333333333	0.00666666666666667	2602	0.5204	0.3588	0.1208	S>C
0.08901289	0.0912318333333333	0.0884938333333333	0.002738	0.0125	2731	0.5462	0.3682	0.0856	S>C
0.089251431	0.090731	0.0895905	0.0011405	0.0116666666666667	2724	0.5448	0.3668	0.0884	S>C
